ORDERDATE,SALES
2020-03-15,39729.82
2020-03-15,37045.98
2020-03-15,47633.35
2020-03-16,30380.2
2020-03-16,22743.75
2020-03-17,26892.32
2020-03-17,30870.99
2020-03-18,32465.82
2020-03-19,28932.1
2020-03-20,34561.78
2020-03-20,33377.77
2020-03-21,34841.13
2020-03-21,33704.75
2020-03-21,35032.51
2020-03-22,52856.02
2020-03-22,49019.18
2020-03-23,25759.08
2020-03-23,23141.33
2020-03-24,32229.57
2020-03-24,27815.22
2020-03-25,29361.07
2020-03-25,35524.25
2020-03-25,39559.44
2020-03-26,25762.36
2020-03-26,24726.8
2020-03-26,32679.78
2020-03-27,31243.41
2020-03-27,29133.56
2020-03-27,28186.68
2020-03-28,41222.96
2020-03-28,47413.23
2020-03-28,43935.58
2020-03-29,40188.75
2020-03-29,46570.47
2020-03-29,35650.16
2020-03-30,33245.54
2020-03-31,32749.67
2020-04-01,38324.55
2020-04-02,29654.09
2020-04-02,37196.7
2020-04-02,29476.73
2020-04-03,32859.83
2020-04-04,35593.61
2020-04-05,39517.22
2020-04-05,42025.83
2020-04-06,27134.26
2020-04-06,31629.76
2020-04-06,29423.98
2020-04-07,24024.78
2020-04-08,35293.61
2020-04-08,29564.01
2020-04-08,28298.61
2020-04-09,27236.01
2020-04-10,28291.15
2020-04-11,34076.77
2020-04-11,42223.14
2020-04-11,33330.83
2020-04-12,34912.24
2020-04-12,46294.57
2020-04-12,37948.9
2020-04-13,26782.62
2020-04-14,28388.62
2020-04-15,28646.39
2020-04-15,33355.45
2020-04-15,28317.79
2020-04-16,26956.01
2020-04-16,33186.63
2020-04-16,23184.51
2020-04-17,36100.26
2020-04-17,88959.66
2020-04-18,47343.65
2020-04-19,36382.59
2020-04-19,42091.74
2020-04-19,48168.06
2020-04-20,38866.85
2020-04-20,34276.34
2020-04-20,31851.43
2020-04-21,34860.86
2020-04-21,24068.01
2020-04-22,24790.95
2020-04-22,31575.82
2020-04-22,25298.22
2020-04-23,24465.03
2020-04-23,23059.76
2020-04-24,30127.22
2020-04-24,29118.66
2020-04-25,42829.2
2020-04-25,31155.06
2020-04-25,43145.37
2020-04-26,37600.52
2020-04-26,38924.61
2020-04-27,28906.15
2020-04-28,31824.52
2020-04-28,26299.82
2020-04-29,31370.07
2020-04-30,29648.54
2020-04-30,33408.87
2020-05-01,25094.5
2020-05-01,23493.89
2020-05-01,25439.12
2020-05-02,29231.65
2020-05-03,40331.63
2020-05-04,34030.58
2020-05-04,35600.0
2020-05-04,36941.77
2020-05-05,33690.61
2020-05-06,34027.38
2020-05-06,28836.96
2020-05-06,29749.02
2020-05-07,29972.81
2020-05-07,26849.72
2020-05-07,31230.16
2020-05-08,33354.61
2020-05-08,39030.97
2020-05-08,36662.74
2020-05-09,36510.56
2020-05-10,30487.14
2020-05-11,30342.97
2020-05-11,26542.05
2020-05-11,23748.13
2020-05-12,25545.13
2020-05-12,32930.06
2020-05-13,31888.34
2020-05-14,26605.41
2020-05-14,25996.58
2020-05-14,26361.89
2020-05-15,31540.6
2020-05-16,48537.58
2020-05-17,46074.25
2020-05-17,38768.42
2020-05-17,42410.37
2020-05-18,31797.67
2020-05-18,27382.15
2020-05-19,28799.57
2020-05-19,33353.51
2020-05-19,31626.71
2020-05-20,23792.66
2020-05-21,36403.52
2020-05-22,35097.56
2020-05-22,31701.32
2020-05-22,34107.31
2020-05-23,40000.98
2020-05-23,33129.22
2020-05-23,41359.61
2020-05-24,45744.34
2020-05-24,50219.5
2020-05-25,33630.27
2020-05-25,35046.76
2020-05-26,34842.99
2020-05-26,37752.38
2020-05-26,28397.37
2020-05-27,32180.26
2020-05-27,33677.59
2020-05-27,37205.92
2020-05-28,33949.7
2020-05-28,24888.5
2020-05-29,31614.02
2020-05-29,30878.2
2020-05-30,32198.49
2020-05-31,33947.31
2020-05-31,32435.24
2020-06-01,32804.12
2020-06-01,31923.5
2020-06-02,38941.55
2020-06-02,33438.99
2020-06-03,39735.06
2020-06-03,39913.28
2020-06-03,32312.8
2020-06-04,39198.55
2020-06-04,31915.41
2020-06-05,37979.93
2020-06-05,38717.23
2020-06-06,46207.03
2020-06-06,44573.94
2020-06-06,44283.97
2020-06-07,49705.65
2020-06-07,40238.74
2020-06-08,45577.46
2020-06-08,36473.83
2020-06-09,36828.77
2020-06-09,44499.92
2020-06-10,32792.3
2020-06-10,37635.1
2020-06-11,44974.62
2020-06-11,35791.4
2020-06-11,37057.98
2020-06-12,44393.28
2020-06-12,43074.12
2020-06-12,46698.16
2020-06-12,71590.7
2020-06-13,55723.55
2020-06-13,48288.72
2020-06-14,38554.99
2020-06-14,38460.88
2020-06-15,46926.92
2020-06-15,44135.53
2020-06-15,45966.4
2020-06-16,35893.97
2020-06-16,38107.81
2020-06-17,37706.44
2020-06-17,30944.96
2020-06-17,31922.1
2020-06-18,41983.94
2020-06-18,37091.4
2020-06-19,41872.69
2020-06-19,43095.64
2020-06-19,41359.34
2020-06-20,39858.59
2020-06-20,37149.57
2020-06-21,48429.47
2020-06-21,49955.21
2020-06-22,39946.94
2020-06-23,30123.84
2020-06-23,32655.46
2020-06-24,31087.26
2020-06-25,38491.96
2020-06-25,35665.25
2020-06-26,28817.88
2020-06-27,42769.24
2020-06-27,39427.32
2020-06-27,39873.0
2020-06-28,41947.89
2020-06-28,41474.13
2020-06-28,44590.29
2020-06-29,35219.2
2020-06-30,44919.71
2020-06-30,34018.79
2020-06-30,46328.98
2020-07-01,32265.47
2020-07-02,31472.84
2020-07-02,35102.06
2020-07-03,42214.32
2020-07-04,39236.27
2020-07-04,50797.72
2020-07-05,43255.77
2020-07-05,44580.54
2020-07-05,52358.2
2020-07-06,30378.35
2020-07-06,41559.55
2020-07-06,39301.44
2020-07-07,32807.89
2020-07-07,40374.98
2020-07-08,40891.82
2020-07-08,35926.6
2020-07-09,41726.97
2020-07-09,34189.95
2020-07-10,32399.6
2020-07-11,39044.88
2020-07-11,43475.53
2020-07-12,63179.26
2020-07-13,46804.96
2020-07-13,33543.38
2020-07-14,31920.92
2020-07-15,45987.46
2020-07-16,46078.82
2020-07-16,35356.11
2020-07-16,43695.12
2020-07-17,43231.21
2020-07-17,41328.61
2020-07-18,43554.89
2020-07-18,48790.0
2020-07-18,54695.05
2020-07-19,40725.89
2020-07-19,46456.29
2020-07-20,31750.69
2020-07-21,40319.44
2020-07-21,34830.86
2020-07-22,37715.7
2020-07-22,41672.09
2020-07-22,34543.39
2020-07-23,34473.16
2020-07-23,35092.82
2020-07-24,34989.05
2020-07-24,30744.34
2020-07-24,34232.34
2020-07-25,40504.03
2020-07-26,52874.4
2020-07-26,105076.47
2020-07-27,31386.18
2020-07-27,31101.79
2020-07-28,43781.51
2020-07-28,34458.14
2020-07-29,38988.16
2020-07-29,29435.45
2020-07-29,33492.73
2020-07-30,37555.5
2020-07-31,43085.94
2020-07-31,31921.28
2020-07-31,39024.22
2020-08-01,44793.99
2020-08-01,41860.97
2020-08-01,57148.65
2020-08-02,47384.51
2020-08-03,44577.97
2020-08-03,33091.81
2020-08-03,42891.67
2020-08-04,29227.8
2020-08-04,39960.37
2020-08-04,32479.93
2020-08-05,40213.68
2020-08-06,46998.16
2020-08-07,36785.18
2020-08-07,33639.85
2020-08-07,35021.97
2020-08-08,40706.12
2020-08-08,49493.17
2020-08-08,40386.07
2020-08-09,41886.75
2020-08-10,40578.32
2020-08-10,32101.84
2020-08-10,40472.17
2020-08-11,39599.3
2020-08-12,34900.01
2020-08-12,42872.28
2020-08-12,34413.31
2020-08-13,31342.67
2020-08-13,38338.04
2020-08-13,41707.98
2020-08-14,34413.22
2020-08-14,37854.49
2020-08-14,44836.57
2020-08-15,43724.11
2020-08-16,52335.77
2020-08-16,52227.35
2020-08-16,52071.54
2020-08-17,39873.32
2020-08-17,45379.47
2020-08-17,32953.45
2020-08-18,46245.59
2020-08-18,35868.85
2020-08-19,32239.9
2020-08-19,40076.79
2020-08-20,33296.72
2020-08-20,43437.41
2020-08-21,43246.1
2020-08-21,39046.8
2020-08-21,44276.25
2020-08-22,41304.59
2020-08-22,49386.25
2020-08-22,44852.57
2020-08-23,39986.18
2020-08-23,50734.83
2020-08-23,41474.44
2020-08-24,38745.37
2020-08-25,34590.28
2020-08-25,77018.24
2020-08-26,41354.77
2020-08-27,31930.77
2020-08-27,30207.2
2020-08-28,42770.91
2020-08-29,41808.64
2020-08-30,57387.43
2020-08-30,56090.79
2020-08-30,55238.05
2020-08-31,46280.55
2020-09-01,25245.53
2020-09-02,30015.65
2020-09-02,32063.59
2020-09-03,30032.97
2020-09-03,36691.66
2020-09-04,33105.31
2020-09-04,28951.59
2020-09-05,39623.69
2020-09-05,33607.96
2020-09-05,42183.29
2020-09-06,49129.36
2020-09-07,34687.45
2020-09-07,35415.5
2020-09-08,38702.61
2020-09-08,33200.49
2020-09-08,28557.14
2020-09-09,32220.99
2020-09-09,25273.08
2020-09-10,39766.28
2020-09-11,32082.51
2020-09-12,38995.16
2020-09-12,40745.29
2020-09-13,48638.1
2020-09-13,42335.59
2020-09-14,26830.05
2020-09-15,37569.74
2020-09-15,28210.47
2020-09-15,31318.3
2020-09-15,80372.96
2020-09-16,34781.47
2020-09-16,24767.75
2020-09-16,80263.21
2020-09-17,33899.68
2020-09-18,33274.99
2020-09-18,25367.2
2020-09-18,27888.91
2020-09-18,82743.78
2020-09-19,39508.31
2020-09-19,39892.72
2020-09-20,43597.22
2020-09-20,34160.42
2020-09-20,37158.3
2020-09-21,32780.7
2020-09-22,26076.76
2020-09-22,33664.33
2020-09-22,34267.35
2020-09-23,32575.46
2020-09-23,27452.21
2020-09-24,27469.47
2020-09-24,30586.79
2020-09-24,23475.75
2020-09-25,32023.19
2020-09-26,45293.22
2020-09-26,43461.6
2020-09-27,51230.25
2020-09-27,40431.24
2020-09-28,24460.09
2020-09-28,26952.97
2020-09-28,35666.0
2020-09-29,31013.52
2020-09-29,33465.53
2020-09-29,25942.62
2020-09-30,25890.14
2020-09-30,24643.97
2020-09-30,25753.39
2020-10-01,33780.35
2020-10-01,29784.53
2020-10-02,28854.96
2020-10-03,46379.0
2020-10-03,39327.35
2020-10-04,46812.41
2020-10-04,40344.2
2020-10-04,41317.81
2020-10-05,27106.15
2020-10-05,29767.12
2020-10-06,29426.97
2020-10-06,37393.96
2020-10-07,26835.75
2020-10-08,27500.04
2020-10-09,31765.63
2020-10-09,29201.96
2020-10-10,40176.67
2020-10-11,47011.52
2020-10-11,42039.71
2020-10-12,31237.54
2020-10-12,25993.33
2020-10-12,33445.74
2020-10-13,36921.63
2020-10-13,32252.46
2020-10-14,28896.98
2020-10-14,34129.02
2020-10-15,35095.09
2020-10-16,35438.63
2020-10-16,101644.11
2020-10-17,43233.46
2020-10-17,34777.28
2020-10-17,36923.96
2020-10-18,40953.99
2020-10-18,38669.24
2020-10-18,34776.17
2020-10-19,28107.13
2020-10-19,28857.74
2020-10-19,34797.78
2020-10-19,72785.14
2020-10-20,29593.16
2020-10-21,33175.41
2020-10-22,29573.3
2020-10-22,28951.89
2020-10-23,28493.0
2020-10-24,29987.39
2020-10-24,38213.27
2020-10-24,29429.58
2020-10-25,43149.06
2020-10-25,45627.43
2020-10-26,34427.16
2020-10-26,38447.81
2020-10-26,39285.71
2020-10-27,28390.05
2020-10-27,27934.74
2020-10-27,34428.23
2020-10-28,33193.12
2020-10-28,35696.15
2020-10-29,29588.47
2020-10-30,26304.2
2020-10-31,46024.79
2020-10-31,48765.92
2020-11-01,36596.62
2020-11-01,33690.74
2020-11-02,23225.87
2020-11-02,32486.85
2020-11-02,26880.98
2020-11-03,31080.17
2020-11-03,35294.61
2020-11-03,26067.28
2020-11-04,28562.28
2020-11-04,25208.5
2020-11-04,30617.63
2020-11-05,34758.55
2020-11-06,31642.8
2020-11-06,33162.28
2020-11-07,32790.16
2020-11-08,45817.7
2020-11-08,41337.84
2020-11-08,46425.96
2020-11-09,36677.26
2020-11-10,27249.59
2020-11-10,32284.84
2020-11-11,31917.58
2020-11-11,33965.41
2020-11-11,25441.23
2020-11-12,33755.63
2020-11-13,29013.59
2020-11-14,38512.18
2020-11-14,44613.06
2020-11-14,44643.06
2020-11-15,35944.97
2020-11-16,24257.51
2020-11-16,29781.51
2020-11-17,28518.47
2020-11-17,35206.52
2020-11-18,26987.85
2020-11-18,31465.85
2020-11-19,30025.51
2020-11-20,23465.64
2020-11-21,36015.06
2020-11-22,45319.4
2020-11-23,31842.88
2020-11-23,26234.81
2020-11-24,31502.09
2020-11-24,33851.07
2020-11-24,33161.28
2020-11-25,27010.41
2020-11-26,24655.15
2020-11-26,30215.88
2020-11-27,29078.64
2020-11-27,33383.32
2020-11-28,41152.56
2020-11-28,43715.42
2020-11-28,45461.88
2020-11-29,44699.13
2020-11-30,39076.32
2020-12-01,38068.81
2020-12-02,35861.12
2020-12-03,44116.41
2020-12-03,37175.24
2020-12-04,37576.81
2020-12-04,37240.61
2020-12-04,29817.11
2020-12-05,46514.2
2020-12-05,37392.0
2020-12-06,55313.22
2020-12-06,46361.97
2020-12-07,47361.7
2020-12-07,46839.46
2020-12-08,39905.82
2020-12-09,37447.97
2020-12-09,45613.62
2020-12-09,45124.57
2020-12-10,35108.92
2020-12-11,34383.79
2020-12-11,33917.5
2020-12-11,32081.34
2020-12-11,100777.67
2020-12-12,48366.77
2020-12-13,53976.93
2020-12-13,43925.55
2020-12-14,41492.98
2020-12-14,46025.36
2020-12-15,40839.41
2020-12-15,44098.2
2020-12-15,48055.84
2020-12-16,44604.1
2020-12-16,41306.84
2020-12-17,35772.82
2020-12-17,36311.31
2020-12-18,37819.15
2020-12-18,46452.92
2020-12-18,34389.74
2020-12-19,48664.03
2020-12-20,51818.58
2020-12-20,40658.87
2020-12-20,36986.55
2020-12-21,45641.52
2020-12-21,37020.4
2020-12-22,48008.22
2020-12-22,48039.51
2020-12-22,38804.68
2020-12-23,45184.4
2020-12-23,42033.25
2020-12-23,36326.27
2020-12-24,48871.34
2020-12-24,37704.04
2020-12-25,43345.34
2020-12-25,30765.66
2020-12-25,37430.88
2020-12-26,53613.75
2020-12-26,59875.05
2020-12-27,39790.82
2020-12-28,41536.6
2020-12-28,34423.75
2020-12-28,45046.13
2020-12-29,33175.61
2020-12-30,35184.81
2020-12-31,39408.92
2020-12-31,39487.7
2020-12-31,42645.98
2020-12-31,106628.15
2021-01-01,34708.04
2021-01-01,31609.35
2021-01-01,39101.77
2021-01-02,41388.01
2021-01-02,39103.64
2021-01-02,44335.7
2021-01-03,47509.95
2021-01-04,42254.19
2021-01-05,42106.65
2021-01-05,35272.03
2021-01-05,37514.87
2021-01-06,45192.94
2021-01-06,33735.73
2021-01-07,41698.29
2021-01-07,33580.78
2021-01-08,45003.91
2021-01-08,42982.91
2021-01-08,47393.74
2021-01-09,56819.51
2021-01-10,53548.39
2021-01-11,36772.9
2021-01-11,42932.29
2021-01-12,39463.59
2021-01-12,42200.62
2021-01-12,31597.0
2021-01-13,41229.62
2021-01-14,47055.18
2021-01-15,43489.55
2021-01-16,35894.04
2021-01-16,44532.24
2021-01-17,47606.18
2021-01-18,41197.61
2021-01-19,32964.34
2021-01-19,46500.94
2021-01-19,43523.81
2021-01-20,40383.37
2021-01-21,41618.11
2021-01-22,43026.01
2021-01-22,38060.54
2021-01-22,35012.73
2021-01-23,47659.24
2021-01-24,39756.47
2021-01-24,52850.59
2021-01-24,44594.26
2021-01-25,38413.72
2021-01-25,49422.48
2021-01-26,40351.05
2021-01-26,42853.9
2021-01-26,48841.26
2021-01-26,65153.33
2021-01-27,44310.24
2021-01-27,36871.05
2021-01-27,88595.88
2021-01-28,36793.16
2021-01-28,36794.84
2021-01-29,36346.51
2021-01-29,38752.48
2021-01-29,34683.07
2021-01-30,48335.41
2021-01-30,41854.93
2021-01-30,52363.72
2021-01-31,53036.63
2021-02-01,34058.43
2021-02-01,27061.43
2021-02-01,26132.92
2021-02-02,32692.57
2021-02-02,33482.69
2021-02-02,26861.23
2021-02-03,34610.93
2021-02-03,26136.71
2021-02-04,26883.97
2021-02-04,32704.29
2021-02-04,30117.55
2021-02-04,57774.32
2021-02-05,23435.41
2021-02-06,40882.6
2021-02-07,40599.3
2021-02-07,28896.71
2021-02-07,35710.5
2021-02-08,26229.38
2021-02-09,30239.44
2021-02-10,31036.6
2021-02-10,22005.05
2021-02-10,27581.15
2021-02-11,29786.61
2021-02-12,28885.11
2021-02-13,47440.53
2021-02-13,35552.46
2021-02-14,28865.03
2021-02-14,42105.11
2021-02-15,29415.5
2021-02-15,27569.98
2021-02-15,30471.49
2021-02-16,33469.79
2021-02-16,26568.42
2021-02-16,26254.8
2021-02-17,26966.38
2021-02-17,34950.59
2021-02-18,31607.49
2021-02-19,28991.87
2021-02-20,29138.34
2021-02-20,36328.33
2021-02-20,37898.19
2021-02-21,41423.95
2021-02-22,32883.27
2021-02-22,32597.93
2021-02-22,28641.66
2021-02-23,36095.36
2021-02-24,26493.63
2021-02-24,31716.89
2021-02-24,36910.49
2021-02-25,28438.73
2021-02-26,25677.64
2021-02-27,35796.69
2021-02-27,45085.58
2021-02-28,42628.15
2021-03-01,38913.62
2021-03-02,41254.6
2021-03-02,38905.02
2021-03-02,35919.71
2021-03-03,36950.81
2021-03-03,37289.4
2021-03-03,103951.71
2021-03-04,33078.94
2021-03-04,36836.92
2021-03-04,28217.07
2021-03-05,30524.67
2021-03-05,29169.36
2021-03-06,48392.61
2021-03-06,43517.15
2021-03-06,44814.65
2021-03-07,36405.6
2021-03-07,31633.45
2021-03-07,32951.13
2021-03-08,28878.6
2021-03-08,35881.0
2021-03-08,27092.6
2021-03-09,33908.03
2021-03-09,26364.65
2021-03-10,34207.13
2021-03-10,33939.49
2021-03-11,37376.11
2021-03-12,33276.33
2021-03-12,29804.4
2021-03-12,26050.81
2021-03-13,48019.85
2021-03-13,41194.43
2021-03-13,38549.3
2021-03-14,41496.72
2021-03-14,32293.53
2021-03-15,30618.38
2021-03-15,41708.0
2021-03-15,40346.15
2021-03-16,30505.94
2021-03-16,27197.96
2021-03-17,31626.69
2021-03-17,27619.92
2021-03-18,36727.22
2021-03-19,36248.08
2021-03-20,43368.39
2021-03-20,41379.04
2021-03-21,34720.5
2021-03-21,41545.18
2021-03-22,32417.49
2021-03-22,28315.84
2021-03-22,24623.42
2021-03-23,36690.77
2021-03-24,25440.18
2021-03-25,35096.91
2021-03-25,26724.34
2021-03-26,35671.94
2021-03-26,35095.46
2021-03-26,33392.57
2021-03-27,49083.85
2021-03-28,45369.17
2021-03-28,38055.12
2021-03-28,36728.81
2021-03-29,28244.77
2021-03-29,31465.18
2021-03-30,30027.32
2021-03-30,30823.37
2021-03-31,28796.81
2021-03-31,35021.55
2021-04-01,35696.93
2021-04-01,30235.26
2021-04-01,37005.2
2021-04-02,37491.69
2021-04-03,46568.49
2021-04-04,44428.32
2021-04-04,35875.23
2021-04-05,40494.8
2021-04-05,36016.29
2021-04-06,27669.98
2021-04-06,30597.45
2021-04-07,36781.5
2021-04-08,31862.6
2021-04-08,33821.4
2021-04-08,37109.36
2021-04-09,26959.75
2021-04-10,54453.99
2021-04-10,40897.57
2021-04-10,38684.67
2021-04-11,49794.84
2021-04-11,40952.7
2021-04-11,43490.48
2021-04-12,30800.84
2021-04-12,37081.75
2021-04-13,33351.8
2021-04-13,33172.52
2021-04-13,35704.09
2021-04-14,26670.79
2021-04-14,27510.69
2021-04-14,34771.43
2021-04-15,31391.13
2021-04-15,29434.96
2021-04-16,39590.06
2021-04-16,35780.12
2021-04-16,41684.19
2021-04-17,36674.29
2021-04-17,43044.45
2021-04-18,45697.34
2021-04-18,43040.43
2021-04-19,36702.93
2021-04-19,33372.64
2021-04-20,31993.8
2021-04-20,33343.67
2021-04-21,28622.56
2021-04-21,29080.67
2021-04-21,33663.21
2021-04-22,36951.39
2021-04-22,41715.04
2021-04-22,41657.16
2021-04-23,38487.38
2021-04-23,39160.97
2021-04-23,38285.3
2021-04-24,50314.7
2021-04-25,42358.25
2021-04-25,35381.46
2021-04-25,43703.24
2021-04-26,38891.86
2021-04-26,29483.43
2021-04-26,29185.36
2021-04-27,34912.96
2021-04-28,30181.63
2021-04-28,27569.38
2021-04-28,31702.08
2021-04-29,30559.69
2021-04-29,31720.36
2021-04-29,27087.29
2021-04-30,30965.14
2021-05-01,44634.99
2021-05-01,42074.18
2021-05-01,39614.23
2021-05-02,39028.29
2021-05-02,42226.26
2021-05-03,30979.04
2021-05-03,31624.7
2021-05-03,25092.87
2021-05-04,37231.21
2021-05-04,31955.42
2021-05-05,28066.46
2021-05-05,26732.83
2021-05-05,27473.38
2021-05-06,38356.62
2021-05-06,32749.03
2021-05-07,35829.1
2021-05-07,40046.22
2021-05-08,45146.0
2021-05-08,45785.46
2021-05-08,34012.66
2021-05-09,32741.77
2021-05-09,35404.13
2021-05-09,34387.54
2021-05-10,29435.94
2021-05-10,34825.4
2021-05-10,30711.38
2021-05-11,29880.63
2021-05-11,33060.0
2021-05-12,29621.31
2021-05-12,28600.12
2021-05-12,35174.52
2021-05-13,25153.38
2021-05-14,32397.7
2021-05-15,38666.24
2021-05-15,48219.51
2021-05-16,41761.83
2021-05-16,38055.32
2021-05-17,37382.45
2021-05-17,29929.78
2021-05-17,32466.99
2021-05-18,26941.44
2021-05-19,30715.2
2021-05-20,36273.71
2021-05-20,28898.08
2021-05-20,35289.79
2021-05-21,30590.7
2021-05-22,41934.92
2021-05-22,36529.69
2021-05-23,37449.63
2021-05-23,43548.26
2021-05-24,28773.66
2021-05-25,34967.56
2021-05-25,40636.14
2021-05-26,27594.61
2021-05-27,38530.74
2021-05-27,38506.02
2021-05-28,35843.17
2021-05-29,53562.38
2021-05-29,50003.71
2021-05-29,39949.75
2021-05-30,43700.72
2021-05-30,45117.4
2021-05-30,54692.72
2021-05-31,34682.73
2021-05-31,37613.22
2021-05-31,32768.01
2021-06-01,36734.93
2021-06-02,39987.84
2021-06-03,33629.16
2021-06-03,31968.4
2021-06-03,34900.25
2021-06-04,40775.09
2021-06-05,50891.34
2021-06-05,43181.1
2021-06-06,57137.16
2021-06-07,40400.54
2021-06-08,30474.99
2021-06-08,39703.84
2021-06-09,37617.76
2021-06-10,34605.14
2021-06-10,42528.51
2021-06-10,46890.03
2021-06-11,49524.55
2021-06-11,36793.37
2021-06-11,45087.96
2021-06-12,60344.17
2021-06-12,60151.84
2021-06-13,49767.34
2021-06-14,35354.77
2021-06-14,43262.48
2021-06-14,36932.21
2021-06-14,77151.56
2021-06-15,32296.85
2021-06-15,36219.26
2021-06-16,34276.83
2021-06-16,38977.7
2021-06-17,43290.23
2021-06-17,35222.31
2021-06-17,36648.93
2021-06-18,35762.67
2021-06-18,44829.2
2021-06-18,46071.31
2021-06-19,52219.13
2021-06-19,57273.21
2021-06-20,57628.44
2021-06-21,43518.8
2021-06-21,44756.04
2021-06-21,38407.85
2021-06-22,42662.6
2021-06-23,44838.33
2021-06-23,36751.5
2021-06-24,36612.81
2021-06-25,37824.86
2021-06-26,40087.49
2021-06-27,37335.76
2021-06-27,45900.69
2021-06-27,39824.31
2021-06-28,41722.98
2021-06-28,45707.65
2021-06-28,42317.06
2021-06-29,43910.92
2021-06-29,38639.34
2021-06-30,32990.99
2021-06-30,46513.02
2021-06-30,37371.46
2021-07-01,45945.89
2021-07-02,42467.65
2021-07-02,36410.09
2021-07-02,34557.74
2021-07-03,59033.52
2021-07-03,44106.06
2021-07-04,48421.75
2021-07-04,48821.52
2021-07-04,141943.79
2021-07-05,40520.79
2021-07-05,42787.86
2021-07-05,31897.23
2021-07-06,35797.77
2021-07-07,32725.7
2021-07-07,34354.76
2021-07-08,47060.32
2021-07-08,46583.5
2021-07-08,37262.31
2021-07-08,113380.21
2021-07-09,43474.46
2021-07-09,35036.02
2021-07-10,48086.14
2021-07-11,58336.32
2021-07-11,49061.08
