ORDERDATE,SALES
2023-03-14,27716.59
2023-03-14,46026.83
2023-03-14,21707.16
2023-03-15,69100.15
2023-03-15,76200.63
2023-03-15,50597.97
2023-03-15,46091.27
2023-03-16,20827.14
2023-03-16,48029.24
2023-03-17,12842.56
2023-03-17,100376.16
2023-03-17,101752.85
2023-03-18,20226.21
2023-03-18,35615.62
2023-03-18,58358.14
2023-03-19,20760.38
2023-03-20,54954.7
2023-03-20,16439.37
2023-03-20,34064.28
2023-03-20,93843.86
2023-03-20,15390.1
2023-03-21,64172.43
2023-03-21,19413.3
2023-03-21,97247.34
2023-03-22,30340.22
2023-03-23,84049.21
2023-03-23,14431.27
2023-03-23,37337.82
2023-03-23,25590.44
2023-03-23,14250.67
2023-03-23,54032.64
2023-03-24,20036.98
2023-03-24,38905.15
2023-03-24,14957.16
2023-03-24,85219.18
2023-03-25,36321.61
2023-03-25,21596.44
2023-03-25,41734.77
2023-03-25,40421.51
2023-03-26,17203.33
2023-03-27,74512.28
2023-03-27,22039.73
2023-03-28,43915.71
2023-03-28,26969.58
2023-03-29,79878.13
2023-03-29,39387.91
2023-03-29,75760.54
2023-03-30,28703.61
2023-03-30,27774.96
2023-03-30,58663.83
2023-03-30,12763.1
2023-03-31,88575.51
2023-03-31,37089.3
2023-03-31,12169.27
2023-04-01,26497.04
2023-04-01,65904.03
2023-04-01,29001.76
2023-04-02,76437.63
2023-04-02,20615.49
2023-04-03,87180.36
2023-04-04,99907.42
2023-04-05,91501.54
2023-04-05,31613.88
2023-04-05,36283.83
2023-04-06,29569.62
2023-04-06,39447.21
2023-04-06,41987.51
2023-04-07,29359.81
2023-04-07,14463.7
2023-04-07,21688.86
2023-04-07,51471.36
2023-04-08,33622.73
2023-04-08,19344.97
2023-04-08,57503.18
2023-04-08,19689.7
2023-04-09,54838.38
2023-04-10,21542.77
2023-04-10,89014.52
2023-04-10,17315.89
2023-04-10,49856.3
2023-04-10,20936.38
2023-04-10,23718.86
2023-04-10,65481.27
2023-04-10,50807.35
2023-04-10,19469.56
2023-04-10,26061.52
2023-04-10,20120.45
2023-04-11,15727.28
2023-04-11,65949.21
2023-04-11,22663.95
2023-04-11,20922.39
2023-04-12,34147.01
2023-04-12,34111.57
2023-04-12,38991.04
2023-04-13,10996.77
2023-04-13,55240.78
2023-04-13,16755.94
2023-04-13,35216.21
2023-04-13,22994.6
2023-04-13,13685.83
2023-04-14,43081.31
2023-04-14,47013.21
2023-04-14,81339.84
2023-04-14,22971.12
2023-04-14,19328.44
2023-04-14,34652.72
2023-04-15,56977.36
2023-04-15,14382.73
2023-04-16,88035.23
2023-04-16,28970.99
2023-04-16,39927.68
2023-04-16,61649.1
2023-04-17,50868.24
2023-04-18,12786.76
2023-04-19,21929.93
2023-04-19,78803.62
2023-04-19,87974.88
2023-04-20,41520.79
2023-04-20,12137.29
2023-04-20,51353.0
2023-04-21,31183.31
2023-04-21,24106.27
2023-04-21,29159.12
2023-04-22,16096.74
2023-04-23,21800.65
2023-04-23,14872.41
2023-04-23,12008.94
2023-04-23,35485.91
2023-04-23,36115.13
2023-04-24,88913.97
2023-04-25,22549.31
2023-04-26,37666.32
2023-04-26,90776.62
2023-04-26,88862.11
2023-04-26,14767.06
2023-04-27,13052.74
2023-04-27,85993.01
2023-04-27,13033.73
2023-04-27,18196.28
2023-04-28,91981.72
2023-04-28,17332.34
2023-04-28,27217.98
2023-04-28,16874.09
2023-04-28,17533.08
2023-04-29,44405.87
2023-04-29,34029.21
2023-04-30,43695.7
2023-04-30,16391.35
2023-05-01,24868.71
2023-05-01,17660.9
2023-05-01,27947.76
2023-05-02,47230.07
2023-05-02,86381.97
2023-05-02,72980.73
2023-05-02,41266.0
2023-05-03,12852.87
2023-05-03,100677.8
2023-05-03,70120.56
2023-05-04,33957.33
2023-05-04,18001.55
2023-05-04,15923.56
2023-05-04,27578.67
2023-05-05,27880.73
2023-05-05,58411.51
2023-05-06,49585.94
2023-05-06,13779.84
2023-05-07,53706.91
2023-05-07,68276.71
2023-05-07,57086.86
2023-05-08,38962.29
2023-05-08,25483.23
2023-05-09,62667.98
2023-05-09,11941.19
2023-05-10,24134.84
2023-05-10,14092.64
2023-05-11,21034.04
2023-05-12,57233.85
2023-05-13,15635.68
2023-05-13,59298.23
2023-05-15,27178.93
2023-05-15,43216.81
2023-05-16,15200.79
2023-05-16,101356.3
2023-05-16,85938.07
2023-05-16,19019.11
2023-05-16,88787.41
2023-05-17,29680.45
2023-05-17,29096.28
2023-05-17,17091.87
2023-05-18,85997.14
2023-05-19,20979.4
2023-05-20,18642.72
2023-05-20,22208.42
2023-05-20,24705.48
2023-05-20,60469.14
2023-05-21,42935.31
2023-05-22,23285.55
2023-05-22,15362.36
2023-05-22,64040.77
2023-05-23,50901.49
2023-05-23,19946.04
2023-05-23,36302.84
2023-05-23,49208.93
2023-05-23,16372.61
2023-05-23,19495.22
2023-05-24,30762.11
2023-05-24,12834.89
2023-05-24,53158.33
2023-05-24,75986.79
2023-05-24,13817.54
2023-05-24,66316.31
2023-05-25,22796.92
2023-05-25,19267.51
2023-05-25,11621.39
2023-05-26,21570.07
2023-05-26,35907.16
2023-05-27,26843.47
2023-05-27,17531.71
2023-05-27,67144.84
2023-05-27,29222.13
2023-05-27,99249.96
2023-05-28,27215.38
2023-05-28,28575.15
2023-05-28,24453.82
2023-05-28,16339.92
2023-05-29,28993.21
2023-05-29,53225.3
2023-05-29,64706.0
2023-05-30,44375.33
2023-05-31,42854.89
2023-05-31,91164.71
2023-05-31,67843.33
2023-05-31,18252.95
2023-06-01,86133.18
2023-06-01,27131.94
2023-06-02,102565.93
2023-06-02,38560.07
2023-06-03,22618.68
2023-06-03,90024.77
2023-06-03,90940.52
2023-06-03,14145.85
2023-06-04,56528.73
2023-06-04,49195.24
2023-06-04,16493.89
2023-06-04,76417.45
2023-06-04,54185.2
2023-06-05,19413.49
2023-06-05,27077.59
2023-06-05,23935.66
2023-06-06,99074.13
2023-06-06,46530.83
2023-06-06,32290.93
2023-06-06,77935.68
2023-06-07,44138.65
2023-06-08,65535.31
2023-06-08,37616.03
2023-06-09,26036.62
2023-06-09,35761.06
2023-06-10,14122.71
2023-06-10,15468.51
2023-06-10,40321.7
2023-06-10,39748.21
2023-06-10,64269.18
2023-06-11,26587.35
2023-06-11,14659.17
2023-06-12,57499.07
2023-06-12,59159.09
2023-06-12,81468.5
2023-06-12,81038.16
2023-06-13,32340.09
2023-06-13,39904.7
2023-06-13,12484.85
2023-06-13,33382.67
2023-06-13,53873.41
2023-06-14,12621.53
2023-06-14,98247.32
2023-06-14,39073.8
2023-06-15,98836.41
2023-06-17,28024.73
2023-06-18,53492.15
2023-06-18,23453.13
2023-06-18,94264.82
2023-06-18,100985.63
2023-06-18,42688.44
2023-06-19,18784.97
2023-06-19,28780.27
2023-06-19,19421.68
2023-06-19,51271.11
2023-06-19,85225.92
2023-06-19,49335.71
2023-06-19,58957.05
2023-06-20,54989.55
2023-06-20,66070.6
2023-06-21,82232.59
2023-06-21,22483.62
2023-06-21,12276.45
2023-06-22,97449.02
2023-06-23,44521.19
2023-06-23,75509.12
2023-06-24,36535.28
2023-06-24,27961.39
2023-06-24,24086.41
2023-06-24,15727.6
2023-06-24,19232.88
2023-06-24,20863.02
2023-06-25,87653.13
2023-06-25,12810.38
2023-06-26,17626.34
2023-06-26,16201.0
2023-06-26,47061.4
2023-06-27,22566.93
2023-06-27,36168.57
2023-06-27,23513.74
2023-06-27,21825.47
2023-06-28,32325.81
2023-06-29,28520.69
2023-06-29,33126.68
2023-06-30,89150.26
2023-06-30,22057.69
2023-07-02,78721.04
2023-07-03,25407.0
2023-07-03,14387.73
2023-07-04,17191.44
2023-07-04,11980.85
2023-07-05,21251.98
2023-07-05,12780.55
2023-07-05,37607.03
2023-07-05,88279.61
2023-07-05,12514.22
2023-07-05,36085.61
2023-07-06,65004.42
2023-07-06,54555.78
2023-07-06,18727.66
2023-07-06,42085.15
2023-07-07,42599.48
2023-07-07,24856.23
2023-07-07,71129.62
2023-07-07,20321.4
2023-07-07,41458.63
2023-07-08,17033.16
2023-07-09,93096.92
2023-07-09,17777.87
2023-07-09,80947.38
2023-07-09,20301.74
2023-07-11,20394.04
2023-07-11,18500.05
2023-07-11,104019.25
2023-07-12,42820.73
2023-07-13,30056.84
2023-07-13,15654.58
2023-07-13,58292.26
2023-07-14,53943.09
2023-07-15,19374.59
2023-07-15,71994.75
2023-07-16,55845.57
2023-07-16,23556.67
2023-07-17,46958.38
2023-07-17,14645.44
2023-07-17,33894.28
2023-07-18,15450.7
2023-07-18,14482.4
2023-07-19,45479.87
2023-07-19,30658.72
2023-07-19,60146.68
2023-07-20,29225.4
2023-07-20,27672.85
2023-07-21,57091.07
2023-07-21,40663.74
2023-07-21,31471.01
2023-07-22,25113.85
2023-07-22,27610.65
2023-07-22,15466.27
2023-07-23,84537.14
2023-07-24,40991.83
2023-07-24,38189.21
2023-07-25,52201.37
2023-07-25,67535.78
2023-07-25,11316.66
2023-07-25,13901.92
2023-07-25,40798.1
2023-07-26,17134.36
2023-07-26,28179.17
2023-07-27,17176.07
2023-07-27,39651.24
2023-07-27,19841.93
2023-07-27,63767.82
2023-07-27,35024.6
2023-07-27,96203.27
2023-07-28,27289.1
2023-07-28,64522.24
2023-07-29,22212.08
2023-07-29,16796.87
2023-07-30,21642.7
2023-07-30,90199.27
2023-08-01,8946.19
2023-08-01,18039.52
2023-08-01,32295.86
2023-08-02,32394.35
2023-08-02,38865.8
2023-08-02,60319.73
2023-08-03,17219.31
2023-08-05,27425.5
2023-08-06,55664.33
2023-08-06,32146.25
2023-08-06,13574.27
2023-08-06,27298.02
2023-08-07,70505.49
2023-08-07,66754.19
2023-08-07,22507.58
2023-08-07,30408.99
2023-08-09,12793.02
2023-08-09,14194.65
2023-08-09,20633.99
2023-08-09,18022.54
2023-08-10,104086.19
2023-08-12,19320.73
2023-08-12,36403.77
2023-08-12,18408.58
2023-08-12,54489.62
2023-08-12,44625.77
2023-08-12,25146.58
2023-08-13,36423.64
2023-08-13,31934.71
2023-08-13,12040.86
2023-08-13,91107.28
2023-08-13,68351.55
2023-08-14,52102.93
2023-08-14,54990.91
2023-08-14,27874.4
2023-08-16,28697.06
2023-08-16,65511.67
2023-08-17,55939.6
2023-08-17,21606.67
2023-08-17,48815.49
2023-08-18,14371.38
2023-08-18,40647.19
2023-08-18,43215.7
2023-08-18,38854.87
2023-08-20,19341.3
2023-08-20,15699.95
2023-08-20,18891.39
2023-08-21,19226.55
2023-08-22,63999.57
2023-08-22,101718.02
2023-08-23,18029.92
2023-08-23,23907.49
2023-08-23,90417.26
2023-08-23,13982.51
2023-08-23,29540.64
2023-08-23,52224.84
2023-08-24,19662.61
2023-08-25,19367.21
2023-08-25,19300.45
2023-08-25,59526.99
2023-08-25,47931.55
2023-08-25,82102.45
2023-08-25,17609.26
2023-08-25,13733.34
2023-08-26,23162.6
2023-08-26,13280.98
2023-08-26,44132.42
2023-08-26,25594.42
2023-08-26,91599.66
2023-08-27,33156.47
2023-08-27,54381.49
2023-08-27,32057.59
2023-08-28,88416.0
2023-08-28,57257.57
2023-08-28,29285.67
2023-08-28,20172.48
2023-08-28,39195.9
2023-08-28,16215.87
2023-08-29,45172.22
2023-08-30,15933.44
2023-08-31,37091.66
2023-08-31,18533.14
2023-09-01,23790.47
2023-09-01,60558.32
2023-09-01,47399.91
2023-09-01,35968.29
2023-09-01,26205.36
2023-09-02,92347.23
2023-09-02,40069.32
2023-09-02,19828.71
2023-09-03,17928.38
2023-09-03,71281.63
2023-09-03,19928.57
2023-09-03,42959.42
2023-09-03,14916.51
2023-09-04,63104.89
2023-09-04,42745.43
2023-09-04,21876.25
2023-09-04,20259.02
2023-09-04,16871.47
2023-09-05,53035.78
2023-09-05,24227.79
2023-09-05,70788.54
2023-09-05,28649.81
2023-09-06,52944.65
2023-09-06,25739.15
2023-09-06,84125.25
2023-09-06,64666.01
2023-09-07,31777.68
2023-09-08,27178.53
2023-09-08,54514.06
2023-09-08,11061.14
2023-09-08,16509.39
2023-09-09,19218.24
2023-09-09,68938.06
2023-09-09,38019.54
2023-09-10,14923.35
2023-09-10,42004.48
2023-09-12,18107.14
2023-09-12,47598.48
2023-09-13,39793.18
2023-09-13,89789.24
2023-09-13,19972.27
2023-09-13,21017.07
2023-09-14,29565.03
2023-09-14,45841.9
2023-09-14,18796.69
2023-09-15,65605.82
2023-09-15,71353.35
2023-09-15,50598.44
2023-09-15,46325.64
2023-09-15,78737.29
2023-09-16,88963.73
2023-09-16,31395.76
2023-09-16,39677.02
2023-09-16,89234.6
2023-09-16,26059.09
2023-09-16,12221.6
2023-09-16,11647.24
2023-09-17,68069.0
2023-09-17,35510.27
2023-09-18,38132.2
2023-09-18,55380.38
2023-09-18,27221.42
2023-09-18,36272.79
2023-09-18,47466.2
2023-09-18,32598.6
2023-09-19,38255.51
2023-09-19,26379.58
2023-09-21,20259.85
2023-09-22,82360.35
2023-09-22,44130.19
2023-09-22,40323.12
2023-09-22,40793.23
2023-09-23,49837.26
2023-09-23,45323.25
2023-09-23,18392.71
2023-09-24,73563.8
2023-09-24,42705.14
2023-09-24,19042.4
2023-09-24,14174.04
2023-09-24,18509.96
2023-09-25,34811.0
2023-09-26,49140.07
2023-09-27,68074.5
2023-09-27,43213.01
2023-09-27,23022.03
2023-09-28,37793.49
2023-09-29,63481.09
2023-09-30,47441.82
2023-09-30,91092.54
2023-09-30,53032.62
2023-09-30,102876.18
2023-10-01,19053.05
2023-10-02,37354.74
2023-10-02,35178.36
2023-10-02,12714.05
2023-10-02,93949.42
2023-10-03,50118.59
2023-10-03,100291.62
2023-10-03,13414.66
2023-10-03,82138.6
2023-10-03,34001.67
2023-10-04,64265.17
2023-10-04,37031.2
2023-10-04,22600.11
2023-10-05,54276.94
2023-10-05,61216.58
2023-10-05,50826.82
2023-10-05,94902.59
2023-10-06,27747.1
2023-10-06,23028.4
2023-10-06,44725.72
2023-10-06,14032.84
2023-10-06,17846.04
2023-10-07,33438.48
2023-10-07,42432.35
2023-10-07,56777.77
2023-10-08,43318.89
2023-10-08,22797.47
2023-10-08,83887.35
2023-10-08,12753.83
2023-10-08,42873.0
2023-10-08,96641.28
2023-10-09,31654.58
2023-10-09,25506.68
2023-10-11,19641.89
2023-10-11,30367.67
2023-10-11,44461.69
2023-10-12,31963.43
2023-10-12,77233.19
2023-10-12,35638.08
2023-10-12,27219.23
2023-10-12,19049.25
2023-10-13,18102.65
2023-10-14,67205.31
2023-10-14,88535.12
2023-10-14,22316.71
2023-10-14,38820.51
2023-10-14,15065.1
2023-10-15,28019.29
2023-10-15,16276.32
2023-10-15,17844.94
2023-10-16,29199.17
2023-10-16,57974.59
2023-10-16,10824.33
2023-10-17,15732.07
2023-10-17,99457.34
2023-10-17,20974.57
2023-10-17,47876.19
2023-10-17,14334.14
2023-10-18,56223.01
2023-10-19,40351.16
2023-10-19,15933.22
2023-10-20,21157.41
2023-10-20,26849.69
2023-10-21,25120.42
2023-10-21,26828.27
2023-10-21,15439.62
2023-10-21,26015.56
2023-10-22,62245.87
2023-10-22,71542.58
2023-10-22,17646.77
2023-10-22,18993.85
2023-10-23,17191.64
2023-10-23,85991.6
2023-10-23,11291.1
2023-10-23,38917.26
2023-10-24,15569.81
2023-10-25,48895.5
2023-10-25,22251.19
2023-10-25,31022.89
2023-10-25,47852.69
2023-10-25,34809.67
2023-10-25,32662.26
2023-10-26,66256.39
2023-10-26,31731.27
2023-10-27,20472.26
2023-10-27,58857.66
2023-10-28,10571.18
2023-10-28,72578.55
2023-10-28,15814.93
2023-10-28,28395.12
2023-10-28,58359.06
2023-10-29,22575.07
2023-10-29,12887.35
2023-10-29,36913.53
2023-10-29,39776.72
2023-10-29,12623.21
2023-10-30,23870.72
2023-10-30,45764.83
2023-10-30,20205.04
2023-11-01,27037.29
2023-11-01,57014.38
2023-11-01,22927.89
2023-11-01,37351.9
2023-11-02,34063.88
2023-11-02,71741.74
2023-11-02,24714.7
2023-11-02,66626.44
2023-11-02,31279.68
2023-11-04,30328.54
2023-11-04,31840.01
2023-11-04,36381.84
2023-11-04,13164.77
2023-11-05,40727.8
2023-11-05,70844.36
2023-11-05,102976.56
2023-11-06,18309.77
2023-11-06,14407.66
2023-11-06,18309.05
2023-11-06,17345.72
2023-11-06,23444.42
2023-11-06,78964.41
2023-11-07,73033.16
2023-11-07,58982.39
2023-11-07,66395.87
2023-11-07,16232.93
2023-11-07,41356.41
2023-11-08,14952.77
2023-11-08,14679.16
2023-11-08,20070.65
2023-11-08,82473.04
2023-11-08,32096.36
2023-11-09,57844.47
2023-11-09,22416.11
2023-11-09,90947.9
2023-11-09,21881.62
2023-11-10,36012.33
2023-11-10,20353.73
2023-11-11,38652.61
2023-11-11,39322.0
2023-11-11,11914.62
2023-11-11,58100.6
2023-11-11,21696.91
2023-11-12,83296.37
2023-11-13,18487.25
2023-11-13,29389.11
2023-11-13,20830.75
2023-11-13,58288.88
2023-11-14,33738.66
2023-11-14,59410.56
2023-11-14,15616.6
2023-11-14,78054.0
2023-11-14,25066.38
2023-11-15,19502.79
2023-11-16,25214.09
2023-11-16,55655.89
2023-11-16,54120.13
2023-11-17,82265.76
2023-11-17,23062.18
2023-11-18,26025.09
2023-11-19,41076.3
2023-11-19,28465.03
2023-11-19,40900.64
2023-11-20,25035.05
2023-11-20,68633.51
2023-11-20,18001.91
2023-11-20,16824.14
2023-11-20,19874.89
2023-11-21,15777.73
2023-11-21,100276.37
2023-11-21,64834.72
2023-11-21,15322.39
2023-11-21,42080.36
2023-11-22,26491.44
2023-11-23,13632.56
2023-11-23,42586.53
2023-11-24,14567.46
2023-11-24,63401.34
2023-11-24,69741.88
2023-11-25,15686.89
2023-11-26,28871.65
2023-11-26,55032.35
2023-11-26,98773.12
2023-11-26,43029.49
2023-11-26,21575.32
2023-11-26,20226.44
2023-11-27,25499.72
2023-11-27,29329.17
2023-11-28,16949.26
2023-11-29,17848.62
2023-11-29,55953.42
2023-11-30,69466.21
2023-11-30,66943.36
2023-12-01,80936.36
2023-12-01,13526.24
2023-12-01,81052.17
2023-12-01,12438.66
2023-12-01,62174.02
2023-12-01,22513.9
2023-12-01,55404.63
2023-12-01,16584.4
2023-12-02,21063.45
2023-12-02,62839.31
2023-12-02,29088.62
2023-12-02,49525.66
2023-12-03,24725.26
2023-12-03,60952.0
2023-12-03,52865.9
2023-12-04,17791.22
2023-12-06,15785.71
2023-12-06,84721.98
2023-12-06,59376.13
2023-12-06,89278.49
2023-12-07,62051.65
2023-12-07,31231.69
2023-12-08,51243.28
2023-12-08,33587.3
2023-12-10,92207.65
2023-12-10,57316.59
2023-12-10,55553.18
2023-12-10,91887.91
2023-12-11,92402.41
2023-12-11,33906.62
2023-12-11,98087.44
2023-12-13,47700.44
2023-12-14,28159.84
2023-12-14,13345.39
2023-12-14,40086.55
2023-12-14,43410.41
2023-12-16,51595.73
2023-12-18,37524.62
2023-12-18,39539.13
2023-12-18,47814.11
2023-12-18,14285.63
2023-12-18,59403.49
2023-12-19,20938.74
2023-12-20,13944.05
2023-12-20,69268.79
2023-12-20,60320.75
2023-12-21,15836.85
2023-12-21,50055.48
2023-12-21,28557.22
2023-12-22,13193.69
2023-12-22,17338.46
2023-12-22,93119.29
2023-12-22,35604.14
2023-12-23,11756.45
2023-12-23,30112.56
2023-12-23,68117.13
2023-12-24,22356.99
2023-12-24,18332.33
2023-12-25,28744.6
2023-12-26,47075.01
2023-12-26,62975.83
2023-12-27,17266.25
2023-12-27,100602.55
2023-12-29,54839.13
2023-12-29,19663.94
2023-12-29,14453.72
2023-12-29,49071.26
2023-12-29,90767.42
2023-12-29,86091.55
2023-12-30,25831.97
2023-12-31,26967.57
2023-12-31,18124.69
2023-12-31,81762.7
