ORDERDATE,SALES
2023-07-08,469.37
2023-07-09,311.98
2023-07-10,142.74
2023-07-11,372.99
2023-07-12,220.54
2023-07-13,350.77
2023-07-14,63.19
2023-07-15,336.16
2023-07-16,64.49
2023-07-17,385.15
2023-07-18,262.81
2023-07-19,104.79
2023-07-20,294.19
2023-07-21,80.05
2023-07-22,344.01
2023-07-23,498.24
2023-07-24,396.23
2023-07-25,308.2
2023-07-26,96.19
2023-07-27,364.93
2023-07-28,347.53
2023-07-29,72.09
2023-07-30,406.53
2023-07-31,283.42
2023-08-01,241.64
2023-08-02,404.68
2023-08-03,235.21
2023-08-04,266.46
2023-08-05,131.73
2023-08-06,194.59
2023-08-07,430.49
2023-08-08,134.11
2023-08-09,237.78
2023-08-10,495.07
2023-08-11,156.47
2023-08-12,462.57
2023-08-13,463.28
2023-08-14,91.08
2023-08-15,258.64
2023-08-16,276.0
2023-08-17,191.15
2023-08-18,71.3
2023-08-19,158.76
2023-08-20,92.99
2023-08-21,157.21
2023-08-22,413.51
2023-08-23,452.74
2023-08-24,69.45
2023-08-25,185.88
2023-08-26,491.26
2023-08-27,292.78
2023-08-28,331.84
2023-08-29,52.5
2023-08-30,268.21
2023-08-31,494.75
2023-09-01,218.83
2023-09-02,93.67
2023-09-03,257.86
2023-09-04,483.35
2023-09-05,203.82
2023-09-06,409.52
2023-09-07,409.48
2023-09-08,143.71
2023-09-09,249.52
2023-09-10,372.02
2023-09-11,234.73
2023-09-12,135.95
2023-09-13,485.37
2023-09-14,342.84
2023-09-15,439.46
2023-09-16,61.36
2023-09-17,170.11
2023-09-18,275.93
2023-09-19,80.35
2023-09-20,496.86
2023-09-21,156.41
2023-09-22,218.43
2023-09-23,146.31
2023-09-24,97.45
2023-09-25,154.62
2023-09-26,185.27
2023-09-27,335.5
2023-09-28,176.56
2023-09-29,213.02
2023-09-30,52.67
2023-10-01,214.57
2023-10-02,290.25
2023-10-03,122.91
2023-10-04,318.84
2023-10-05,181.92
2023-10-06,334.42
2023-10-07,61.79
2023-10-08,449.42
2023-10-09,57.25
2023-10-10,107.13
2023-10-11,399.72
2023-10-12,70.65
2023-10-13,369.95
2023-10-14,486.97
2023-10-15,442.26
2023-10-16,369.57
2023-10-17,481.33
2023-10-18,243.42
2023-10-19,442.8
2023-10-20,210.18
2023-10-21,468.39
2023-10-22,116.95
2023-10-23,473.01
2023-10-24,424.72
2023-10-25,430.72
2023-10-26,105.77
2023-10-27,318.42
2023-10-28,57.38
2023-10-29,374.53
2023-10-30,53.48
2023-10-31,88.17
2023-11-01,151.47
2023-11-02,443.81
2023-11-03,213.61
2023-11-04,292.98
2023-11-05,305.65
2023-11-06,151.46
2023-11-07,307.47
2023-11-08,347.43
2023-11-09,184.21
2023-11-10,238.38
2023-11-11,253.89
2023-11-12,469.56
2023-11-13,314.37
2023-11-14,476.71
2023-11-15,300.22
2023-11-16,275.25
2023-11-17,51.59
2023-11-18,266.4
2023-11-19,467.35
2023-11-20,139.26
2023-11-21,73.44
2023-11-22,233.05
2023-11-23,217.58
2023-11-24,435.72
2023-11-25,61.98
2023-11-26,464.07
2023-11-27,356.41
2023-11-28,456.9
2023-11-29,323.39
2023-11-30,415.38
2023-12-01,200.99
2023-12-02,207.3
2023-12-03,225.44
2023-12-04,389.66
2023-12-05,216.18
2023-12-06,159.0
2023-12-07,471.95
2023-12-08,458.6
2023-12-09,206.96
2023-12-10,335.59
2023-12-11,173.23
2023-12-12,142.75
2023-12-13,201.35
2023-12-14,197.19
2023-12-15,447.02
2023-12-16,420.04
2023-12-17,369.33
2023-12-18,481.71
2023-12-19,240.14
2023-12-20,160.26
2023-12-21,102.83
2023-12-22,185.47
2023-12-23,115.37
2023-12-24,91.48
2023-12-25,321.32
2023-12-26,213.88
2023-12-27,304.06
2023-12-28,136.1
2023-12-29,354.61
2023-12-30,146.98
2023-12-31,175.11
